Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
1390,13873,eab63cfe758b4dd336d94c4c003274a8,So Aaron Smith gets a quick shag in a public toilet. Big deal🙄. Appropriate behaviour? Not inappropriate enough for such a fuss.,128,8,So Aaron Smith gets a quick shag in a public toilet. Big deal. Appropriate behaviour? Not inappropriate enough for such a fuss.,male,negative,disgust,adult,none,False,🚽🤷‍♂️🚫,So Aaron Smith gets a quick shag in a public toilet. Big deal. Appropriate behaviour? Not inappropriate enough for such a fuss. 🚽🤷‍♂️🚫,male,neutral,disgust,adult,none,🙄
1391,13876,eab63cfe758b4dd336d94c4c003274a8,here's a solution - don't make a lame arse sodding male mermaid movie 🙄,71,8,here's a solution - don't make a lame arse sodding male mermaid movie ,female,negative,anger,teen,against,True,🙅‍♂️🧜‍♂️🚫,here's a solution - don't make a lame arse sodding male mermaid movie  🙅‍♂️🧜‍♂️🚫,male,negative,anger,teen,against,🙄
1392,13894,627432faa86eaae9658b8bf97cb0cb76,Shit! Have you got travel insurance ? 🙏🏾 x,42,8,Shit! Have you got travel insurance ?  x,female,neutral,fear,adult,none,False,😬🗺️💸,Shit! Have you got travel insurance ?  x 😬🗺️💸,female,negative,fear,teen,none,🙏🏾
1393,13897,627432faa86eaae9658b8bf97cb0cb76,The day that I literally don't want to go anywhere is the day that I have to be absolutely everywhere. 🙄,104,8,The day that I literally don't want to go anywhere is the day that I have to be absolutely everywhere. ,female,negative,disgust,teen,none,False,😩🚗😓,The day that I literally don't want to go anywhere is the day that I have to be absolutely everywhere.  😩🚗😓,female,negative,sadness,teen,none,🙄
1394,13898,627432faa86eaae9658b8bf97cb0cb76,wonderful being a good coffee wasted 🙄 Not her single release.. 😷,65,8,wonderful being a good coffee wasted  Not her single release.. ,female,negative,disgust,teen,against,False,☕️😐🎶,wonderful being a good coffee wasted  Not her single release..  ☕️😐🎶,female,neutral,sadness,teen,none,🙄😷
1395,13931,627432faa86eaae9658b8bf97cb0cb76,I know I'm extremely generous to myself but whoever decided to go on a wild spree with my bank details you could have atleast invited me! 🙃,139,8,I know I'm extremely generous to myself but whoever decided to go on a wild spree with my bank details you could have atleast invited me! ,female,negative,anger,adult,none,False,😂🤑😡,I know I'm extremely generous to myself but whoever decided to go on a wild spree with my bank details you could have atleast invited me!  😂🤑😡,female,negative,anger,adult,none,🙃
1396,13933,627432faa86eaae9658b8bf97cb0cb76,When you're in the middle of a FaceTime call &amp; they're too busy eating room service so this becomes the view 🙄 #nope,120,8,When you're in the middle of a FaceTime call &amp; they're too busy eating room service so this becomes the view  #nope,female,neutral,disgust,teen,none,False,🍴📱😒,When you're in the middle of a FaceTime call &amp; they're too busy eating room service so this becomes the view  #nope 🍴📱😒,female,negative,sadness,teen,none,🙄
1397,13951,b9d18b208a018a356009187817e09db9,Just in time for the Trump Administration...excellent. 😉,56,8,Just in time for the Trump Administration...excellent. ,female,negative,disgust,adult,none,False,🙄🚫🤦,Just in time for the Trump Administration...excellent.  🙄🚫🤦,female,negative,disgust,adult,against,😉
1398,14053,ac704fc9b0f6586dde7510c66416bf44,"yeah it's proof we evolved from monkeys, some of us.more than others 🐒🐒🐒🐒🐒🐒",75,8,"yeah it's proof we evolved from monkeys, some of us.more than others ",male,negative,disgust,teen,favor,False,🐒🤣👀,"yeah it's proof we evolved from monkeys, some of us.more than others  🐒🤣👀",male,neutral,happiness,teen,none,🐒🐒🐒🐒🐒🐒
1399,14132,ea52061bf98ec1731b01aea9152b7cb9,"If you've never liked  on Facebook, perhaps now would be a good time. 😰",71,8,"If you've never liked  on Facebook, perhaps now would be a good time. ",female,neutral,fear,adult,none,False,👍💕👫,"If you've never liked  on Facebook, perhaps now would be a good time.  👍💕👫",female,positive,happiness,teen,favor,😰
1400,14149,9c5732bcfb9742467e0122f1f60ac6f6,Fuck you Peterborough😠,22,8,Fuck you Peterborough,male,negative,anger,teen,against,False,🚫❌😡,Fuck you Peterborough 🚫❌😡,female,negative,anger,teen,against,😠
1401,14160,9c5732bcfb9742467e0122f1f60ac6f6,"Is there anything in the world more useless than  ??? Can't pass, shoot, defend, tackle, just completly useless 🙈🙈🙈 #EVEMUN",123,8,"Is there anything in the world more useless than  ??? Can't pass, shoot, defend, tackle, just completly useless  #EVEMUN",male,negative,disgust,teen,against,False,🤦‍♂️🏀😒,"Is there anything in the world more useless than  ??? Can't pass, shoot, defend, tackle, just completly useless  #EVEMUN 🤦‍♂️🏀😒",male,negative,anger,teen,against,🙈🙈🙈
1402,14171,7e2de86e167767fa1ec4c0fb3c1483e3,firing squad pose. 🔫,20,8,firing squad pose. ,male,negative,fear,teen,none,True,🔫💀👮,firing squad pose.  🔫💀👮,male,negative,fear,teen,none,🔫
1403,14199,448933367d6e6aef83d8bddffe3fe861,"Sorry, I still can't cheer for them 😉",37,8,"Sorry, I still can't cheer for them ",female,neutral,disgust,teen,none,False,😐👎💔,"Sorry, I still can't cheer for them  😐👎💔",female,negative,sadness,teen,against,😉
1404,14208,2a65cfa31724548576687929bb2ee115,This is me and  interrogating you 😒,35,8,This is me and  interrogating you ,female,negative,disgust,teen,none,False,👮‍♂️💡🔍,This is me and  interrogating you  👮‍♂️💡🔍,male,neutral,surprise,teen,none,😒
1405,14211,2a65cfa31724548576687929bb2ee115,Oh my god the 'set' hurts my eyes 😷,35,8,Oh my god the 'set' hurts my eyes ,female,negative,disgust,teen,against,False,🤯👀😓,Oh my god the 'set' hurts my eyes  🤯👀😓,female,negative,disgust,teen,against,😷
1406,14220,2a65cfa31724548576687929bb2ee115,I feel like they'll fuck it up though 😩,39,8,I feel like they'll fuck it up though ,female,negative,fear,teen,none,False,😬💔😒,I feel like they'll fuck it up though  😬💔😒,female,negative,sadness,teen,against,😩
1407,14224,2a65cfa31724548576687929bb2ee115,Enjoy! Sick with jealousy 😑,27,8,Enjoy! Sick with jealousy ,female,negative,disgust,teen,none,False,🤢🤤😒,Enjoy! Sick with jealousy  🤢🤤😒,female,negative,disgust,teen,none,😑
1408,14234,2a65cfa31724548576687929bb2ee115,Let's not go there ✋🏼,21,8,Let's not go there ,female,neutral,fear,teen,none,False,🚫💔😬,Let's not go there  🚫💔😬,female,negative,sadness,teen,none,✋🏼
1409,14254,ad139b68434c653a504dd33382af3354,Shit don't pop until the bomb go off! 😨 #PatriotsDay,52,8,Shit don't pop until the bomb go off!  #PatriotsDay,male,neutral,fear,teen,none,True,💥🔥🎉,Shit don't pop until the bomb go off!  #PatriotsDay 💥🔥🎉,male,positive,happiness,teen,none,😨
1410,14274,ad139b68434c653a504dd33382af3354,"Kefz. What's a 'Warrent'.

😡",28,8,"Kefz. What's a 'Warrent'.

",male,negative,anger,child,none,True,🤔🚨👮,"Kefz. What's a 'Warrent'.

 🤔🚨👮",male,neutral,surprise,child,none,😡
1411,14283,ad139b68434c653a504dd33382af3354,"First, What's up with the Error msg &amp; Second, Not happy with the new wide screen double bars! 😠",99,8,"First, What's up with the Error msg &amp; Second, Not happy with the new wide screen double bars! ",female,negative,anger,adult,against,True,😠🚫📺,"First, What's up with the Error msg &amp; Second, Not happy with the new wide screen double bars!  😠🚫📺",female,negative,anger,teen,against,😠
1412,14285,ad139b68434c653a504dd33382af3354,"Legit Boss about to turn Heel?!

✊😡",35,8,"Legit Boss about to turn Heel?!

",male,negative,anger,teen,none,False,🤴🔥😈,"Legit Boss about to turn Heel?!

 🤴🔥😈",male,positive,surprise,teen,none,✊😡
1413,14289,66ce2a927622b59a05ec0d85f56634ba,"🎵""I feel the earth move under my feet.🎵 I feel the sky tumbling down""🎵 #eqnz",76,8,"""I feel the earth move under my feet. I feel the sky tumbling down"" #eqnz",female,neutral,fear,adult,none,False,🌎💥😱,"""I feel the earth move under my feet. I feel the sky tumbling down"" #eqnz 🌎💥😱",female,negative,fear,teen,none,🎵🎵🎵
1414,14314,709e07659f42d9c63602e3c3ca01e913,Homework? What homework.. 😶,27,8,Homework? What homework.. ,female,neutral,disgust,teen,none,False,📚😒🙅‍♂️,Homework? What homework..  📚😒🙅‍♂️,male,negative,disgust,teen,none,😶
1415,14317,709e07659f42d9c63602e3c3ca01e913,I took History thinking it'd be a great idea but I'd rather be taking Calculus 🙄,80,8,I took History thinking it'd be a great idea but I'd rather be taking Calculus ,female,negative,disgust,teen,none,False,🤦‍♂️📚📝,I took History thinking it'd be a great idea but I'd rather be taking Calculus  🤦‍♂️📚📝,male,negative,sadness,teen,none,🙄
1416,14336,f4958f7f7c070dda81f9f2a9696ad28b,Fugly faces  😂,14,8,Fugly faces  ,female,negative,disgust,teen,none,False,🤢👺😷,Fugly faces   🤢👺😷,male,negative,disgust,teen,against,😂
1417,14373,f4958f7f7c070dda81f9f2a9696ad28b,When you've watched so many episodes in a row Netflix asks you are you still watching 😬 #wrecked #couchpotato #frid…,116,8,When you've watched so many episodes in a row Netflix asks you are you still watching  #wrecked #couchpotato #frid…,female,neutral,disgust,teen,none,False,📺😴👀,When you've watched so many episodes in a row Netflix asks you are you still watching  #wrecked #couchpotato #frid… 📺😴👀,female,neutral,happiness,teen,none,😬
1418,14377,f4958f7f7c070dda81f9f2a9696ad28b,When there's no teapots left in work you get a jug a tae. 💁🏻,60,8,When there's no teapots left in work you get a jug a tae. ,female,neutral,disgust,adult,none,False,☕️🤦‍♂️😒,When there's no teapots left in work you get a jug a tae.  ☕️🤦‍♂️😒,male,negative,sadness,adult,none,💁🏻
1419,14379,f4958f7f7c070dda81f9f2a9696ad28b,bribes accepted 😉,17,8,bribes accepted ,male,negative,anger,teen,none,True,💸🤑🤐,bribes accepted  💸🤑🤐,male,negative,anger,teen,none,😉
1420,14382,46cff78e99ed84e14f2192f8530ce8f3,THIS THREAD GIRL. My life. And my feelings are exactly the same as yours. Fuck the patriarchy. 🖕🏽💥,98,8,THIS THREAD GIRL. My life. And my feelings are exactly the same as yours. Fuck the patriarchy. ,female,positive,anger,teen,favor,False,🤩👯‍♀️✊,THIS THREAD GIRL. My life. And my feelings are exactly the same as yours. Fuck the patriarchy.  🤩👯‍♀️✊,female,positive,happiness,teen,favor,🖕🏽💥
1421,14386,46cff78e99ed84e14f2192f8530ce8f3,"please don't blow this lead, fam 🙏🏽",35,8,"please don't blow this lead, fam ",female,neutral,fear,teen,none,False,🤞🏽💪🔒,"please don't blow this lead, fam  🤞🏽💪🔒",female,negative,fear,teen,none,🙏🏽
1422,14392,46cff78e99ed84e14f2192f8530ce8f3,"""So if a woman says no and you have sex, you're automatically labelled a rapist?"" UMM YES THATS HOW THAT WORKS 🙄😒  #CONSENT",123,8,"""So if a woman says no and you have sex, you're automatically labelled a rapist?"" UMM YES THATS HOW THAT WORKS   #CONSENT",female,negative,anger,teen,against,False,🚫💯👍,"""So if a woman says no and you have sex, you're automatically labelled a rapist?"" UMM YES THATS HOW THAT WORKS   #CONSENT 🚫💯👍",female,negative,anger,teen,against,🙄😒
1423,14397,46cff78e99ed84e14f2192f8530ce8f3,is literal trash - her feminism is NOT intersectional and I am not here for her brand or any of her statements. 🙄👋🏽,115,8,is literal trash - her feminism is NOT intersectional and I am not here for her brand or any of her statements. ,female,negative,anger,teen,against,False,🚮🚫👎,is literal trash - her feminism is NOT intersectional and I am not here for her brand or any of her statements.  🚮🚫👎,female,negative,anger,teen,against,🙄👋🏽
1424,14410,372f21745f2dc2cec9480c273a5753b9,⚡️ “One journalist recalls how it is being detained at the airport”,67,8, “One journalist recalls how it is being detained at the airport”,female,neutral,fear,adult,none,False,📰🛬😬, “One journalist recalls how it is being detained at the airport” 📰🛬😬,female,negative,fear,teen,none,⚡
1425,14415,372f21745f2dc2cec9480c273a5753b9,This concerned me. And being sensitive to it is not enough - you better fight for their rights! ✊🏼#DeVosHearing,111,8,This concerned me. And being sensitive to it is not enough - you better fight for their rights! #DeVosHearing,female,negative,anger,adult,favor,False,🚨👊🏽💪,This concerned me. And being sensitive to it is not enough - you better fight for their rights! #DeVosHearing 🚨👊🏽💪,female,negative,anger,adult,favor,✊🏼
1426,14424,dcbf31daa949e4919ee9047f6c47343f,This is frightening me 😞,24,8,This is frightening me ,female,negative,fear,teen,none,False,😱😨😨,This is frightening me  😱😨😨,female,negative,fear,teen,none,😞
1427,14429,dcbf31daa949e4919ee9047f6c47343f,Haha yes my friend who's a long time fan texted yesterday to say 🙄,66,7,Haha yes my friend who's a long time fan texted yesterday to say ,female,neutral,disgust,teen,none,True,🤣📱👫,Haha yes my friend who's a long time fan texted yesterday to say  🤣📱👫,female,positive,happiness,teen,none,🙄
1428,14444,dcbf31daa949e4919ee9047f6c47343f,I hate when gobshites have my name. 🖕🏼🖕🏼🖕🏼🖕🏼,44,8,I hate when gobshites have my name. ,female,negative,anger,teen,none,False,😒🙄🚫,I hate when gobshites have my name.  😒🙄🚫,female,negative,anger,teen,none,🖕🏼🖕🏼🖕🏼🖕🏼
1429,14445,dcbf31daa949e4919ee9047f6c47343f,😷😷😷 And Enda will still lick his hole,37,8, And Enda will still lick his hole,male,negative,disgust,teen,none,False,🐶💦😒, And Enda will still lick his hole 🐶💦😒,male,negative,disgust,teen,none,😷😷😷
1430,14452,dcbf31daa949e4919ee9047f6c47343f,No I'm not a huge fan of her either 🙈,37,8,No I'm not a huge fan of her either ,female,negative,disgust,teen,none,True,🙅‍♀️👎😐,No I'm not a huge fan of her either  🙅‍♀️👎😐,female,negative,disgust,teen,against,🙈
1431,14454,dcbf31daa949e4919ee9047f6c47343f,"Ya def, I like it. It's bonkers but it's good. I hate Fitz though 😑",67,8,"Ya def, I like it. It's bonkers but it's good. I hate Fitz though ",female,neutral,disgust,teen,favor,True,🤯👍😒,"Ya def, I like it. It's bonkers but it's good. I hate Fitz though  🤯👍😒",female,neutral,disgust,teen,none,😑
1432,14466,dcbf31daa949e4919ee9047f6c47343f,What is this ? New episodes added and then only available until next week?? 😑😑😑,79,8,What is this ? New episodes added and then only available until next week?? ,female,negative,disgust,teen,none,False,🤔📺🕰️,What is this ? New episodes added and then only available until next week??  🤔📺🕰️,female,negative,surprise,teen,none,😑😑😑
1433,14475,76d7e01ee7c3f7821b49c165c0d61bb2,Whys it always the people who have cheated that accuse you of cheating 🤔🤔🤔🤔,75,8,Whys it always the people who have cheated that accuse you of cheating ,female,negative,anger,teen,none,False,🤥👀💔,Whys it always the people who have cheated that accuse you of cheating  🤥👀💔,female,negative,sadness,teen,against,🤔🤔🤔🤔
1434,14478,76d7e01ee7c3f7821b49c165c0d61bb2,Actually dreading tomorrow 😢😢,29,8,Actually dreading tomorrow ,female,negative,fear,teen,none,False,😬💔😩,Actually dreading tomorrow  😬💔😩,female,negative,fear,teen,none,😢😢
1435,14485,76d7e01ee7c3f7821b49c165c0d61bb2,"Folk are so snakey, even your ""pals"" bitch about you nowadays 🐍🐍🐍",65,8,"Folk are so snakey, even your ""pals"" bitch about you nowadays ",female,negative,anger,teen,none,False,🐍👀😒,"Folk are so snakey, even your ""pals"" bitch about you nowadays  🐍👀😒",female,negative,sadness,teen,none,🐍🐍🐍
1436,14503,76d7e01ee7c3f7821b49c165c0d61bb2,ahhhhh 😂😂. Honestly gives me the fear,37,8,ahhhhh . Honestly gives me the fear,female,neutral,fear,teen,none,False,😱😨💀,ahhhhh . Honestly gives me the fear 😱😨💀,female,negative,fear,teen,none,😂😂
1437,14531,76d7e01ee7c3f7821b49c165c0d61bb2,People that try blame you for their actions to try make themselves feel better about it are THE worst type of people ❌❌,119,8,People that try blame you for their actions to try make themselves feel better about it are THE worst type of people ,female,negative,anger,adult,against,False,🙄🚫😒,People that try blame you for their actions to try make themselves feel better about it are THE worst type of people  🙄🚫😒,female,negative,anger,adult,against,❌❌
1438,14538,76d7e01ee7c3f7821b49c165c0d61bb2,"You don't need anyone that doesn't need you, FACT ☠️☠️",54,8,"You don't need anyone that doesn't need you, FACT ",female,negative,anger,teen,none,True,💯🚫💁‍♀️,"You don't need anyone that doesn't need you, FACT  💯🚫💁‍♀️",female,negative,happiness,teen,none,☠☠
1439,14551,5253fcd8e8c999e8d26da4660000d633,The Syrian ban actually is indefinite. And I'm not leaving CNN (despite the many pleas from so many of you) 😏,109,8,The Syrian ban actually is indefinite. And I'm not leaving CNN (despite the many pleas from so many of you) ,female,neutral,disgust,adult,none,False,🚫📰🙅‍♂️,The Syrian ban actually is indefinite. And I'm not leaving CNN (despite the many pleas from so many of you)  🚫📰🙅‍♂️,male,neutral,sadness,adult,none,😏
1440,14554,5b1428f0af8cbe5b054ef7324103ab9e,Hopefullly that's the last time  says 'trust the process' 😏,59,8,Hopefullly that's the last time  says 'trust the process' ,female,negative,disgust,teen,none,False,🙄🙅‍♂️💔,Hopefullly that's the last time  says 'trust the process'  🙄🙅‍♂️💔,female,negative,sadness,teen,against,😏
1441,14585,8a53a74014642ba32ce067f1ada2337a,houseandhomemag: We asked the experts &amp; a simple home alarm isn't enough to secure your home anymore 🏡🙈   #homesecurity #promotion… …,137,8,houseandhomemag: We asked the experts &amp; a simple home alarm isn't enough to secure your home anymore    #homesecurity #promotion… …,female,neutral,fear,adult,none,True,🏠🚨💻,houseandhomemag: We asked the experts &amp; a simple home alarm isn't enough to secure your home anymore    #homesecurity #promotion… … 🏠🚨💻,female,neutral,fear,adult,none,🏡🙈
1442,14597,473ad93cda761ee7693dea406503c522,Always knew the Scot Gov were a bunch of space cadets 🚀 #arf #Satire,68,8,Always knew the Scot Gov were a bunch of space cadets  #arf #Satire,male,negative,anger,adult,against,False,🚀👽😂,Always knew the Scot Gov were a bunch of space cadets  #arf #Satire 🚀👽😂,male,negative,happiness,teen,against,🚀
1443,14619,270141e83ddc46beee21078d34533385,⚡ Dems invoke two-hour rule to delay Sessions vote,50,8, Dems invoke two-hour rule to delay Sessions vote,male,neutral,anger,adult,none,False,🕰️🚫👊, Dems invoke two-hour rule to delay Sessions vote 🕰️🚫👊,male,negative,anger,adult,against,⚡
1444,14620,270141e83ddc46beee21078d34533385,⚡ Muslim leaders to file lawsuit against Trump's refugee ban,60,8, Muslim leaders to file lawsuit against Trump's refugee ban,female,neutral,anger,adult,none,False,🕊️🚫👮, Muslim leaders to file lawsuit against Trump's refugee ban 🕊️🚫👮,female,neutral,anger,adult,none,⚡
1445,14627,270141e83ddc46beee21078d34533385,⚡ Dylann Roof sentenced to death,32,8, Dylann Roof sentenced to death,male,neutral,anger,adult,none,False,⚰️💔🚫, Dylann Roof sentenced to death ⚰️💔🚫,female,negative,sadness,adult,against,⚡
1446,14629,270141e83ddc46beee21078d34533385,⚡️ “Electoral College voting sparks protests across U.S.”,57,8, “Electoral College voting sparks protests across U.S.”,male,neutral,anger,adult,none,False,🗳️🚫🔥, “Electoral College voting sparks protests across U.S.” 🗳️🚫🔥,female,negative,anger,teen,none,⚡
1447,14634,c50fb457349fe7317f16017b3bf4fa1d,"is the  of my ❤️  Vasrly superior to Orange Dear Leader, who is a winner only in his on mind. N…",96,8,"is the  of my   Vasrly superior to Orange Dear Leader, who is a winner only in his on mind. N…",female,negative,anger,teen,against,False,🤣👑😂,"is the  of my   Vasrly superior to Orange Dear Leader, who is a winner only in his on mind. N… 🤣👑😂",female,negative,happiness,teen,against,❤
1448,14653,362036752c3e2013941e5363b3981f9f,I want to do Boxing Day sale shopping but who can honestly deal with that madness 😶,83,8,I want to do Boxing Day sale shopping but who can honestly deal with that madness ,female,negative,disgust,adult,none,False,🛍️😩🚫,I want to do Boxing Day sale shopping but who can honestly deal with that madness  🛍️😩🚫,female,negative,sadness,adult,none,😶
1449,14663,362036752c3e2013941e5363b3981f9f,Fantastic Beasts was everything and more that I had dreamed of 😍 until I saw Johnny Depp .. LIKE SERIOUSLY HIM?!?!?!? 🙄🙄🙄😡,122,8,Fantastic Beasts was everything and more that I had dreamed of  until I saw Johnny Depp .. LIKE SERIOUSLY HIM?!?!?!? ,female,negative,anger,teen,against,False,🐲😍😒,Fantastic Beasts was everything and more that I had dreamed of  until I saw Johnny Depp .. LIKE SERIOUSLY HIM?!?!?!?  🐲😍😒,female,neutral,surprise,teen,none,😍🙄🙄🙄😡
1450,14669,362036752c3e2013941e5363b3981f9f,On the other side of the world and I am honestly so nervous about this political event - praying that common sense prevails #Election2016 🇺🇸,140,8,On the other side of the world and I am honestly so nervous about this political event - praying that common sense prevails #Election2016 ,female,neutral,fear,adult,none,True,🌎😬🙏,On the other side of the world and I am honestly so nervous about this political event - praying that common sense prevails #Election2016  🌎😬🙏,female,neutral,fear,adult,none,🇺🇸
1451,14672,362036752c3e2013941e5363b3981f9f,"People working ARE NOT PAID TO DEAL WITH YOUR RUDENESS AND LANGUAGE. Some people were raised wrong, I bet your kids are so proud 😡😡",131,8,"People working ARE NOT PAID TO DEAL WITH YOUR RUDENESS AND LANGUAGE. Some people were raised wrong, I bet your kids are so proud ",female,negative,anger,adult,against,True,😡🙄👎,"People working ARE NOT PAID TO DEAL WITH YOUR RUDENESS AND LANGUAGE. Some people were raised wrong, I bet your kids are so proud  😡🙄👎",female,negative,anger,adult,against,😡😡
1452,14674,362036752c3e2013941e5363b3981f9f,"When people still think it's okay in 2016 to dress up as a culturally offensive stereotype for a ""costume"" - EDUCATE YOURSELVES 👿🔫",130,8,"When people still think it's okay in 2016 to dress up as a culturally offensive stereotype for a ""costume"" - EDUCATE YOURSELVES ",female,negative,anger,teen,against,False,🙄🚫😡,"When people still think it's okay in 2016 to dress up as a culturally offensive stereotype for a ""costume"" - EDUCATE YOURSELVES  🙄🚫😡",female,negative,anger,adult,against,👿🔫
1453,14675,362036752c3e2013941e5363b3981f9f,Living my life in a bra is just not the way I want to live it 💁🏽 #freethenipple,79,8,Living my life in a bra is just not the way I want to live it  #freethenipple,female,negative,disgust,teen,favor,False,🤷‍♀️🚫👙,Living my life in a bra is just not the way I want to live it  #freethenipple 🤷‍♀️🚫👙,female,negative,sadness,teen,against,💁🏽
1454,14689,a17db8e1cbb0df7d24c01331601ca272,"Driven 932 miles in 2 days. The award for bumpiest road goes to... Semple Street - Edinburgh.
Congrats for being shit! 👏🏻",121,8,"Driven 932 miles in 2 days. The award for bumpiest road goes to... Semple Street - Edinburgh.
Congrats for being shit! ",male,negative,anger,adult,against,False,🚗💨😬,"Driven 932 miles in 2 days. The award for bumpiest road goes to... Semple Street - Edinburgh.
Congrats for being shit!  🚗💨😬",male,negative,anger,adult,against,👏🏻
1455,14698,a17db8e1cbb0df7d24c01331601ca272,"First #planetearth2 then this.
They are everywhere. 🐍💀",54,8,"First #planetearth2 then this.
They are everywhere. ",male,negative,fear,teen,none,False,🐒🌎😱,"First #planetearth2 then this.
They are everywhere.  🐒🌎😱",female,neutral,fear,teen,none,🐍💀
1456,14710,a17db8e1cbb0df7d24c01331601ca272,"#methotrexate - all the hangover none of the fun. Ice-cream milkshake for every meal, please. 😷",95,8,"#methotrexate - all the hangover none of the fun. Ice-cream milkshake for every meal, please. ",female,negative,disgust,teen,none,True,🤒🍦😒,"#methotrexate - all the hangover none of the fun. Ice-cream milkshake for every meal, please.  🤒🍦😒",female,negative,sadness,teen,none,😷
1457,14722,a17db8e1cbb0df7d24c01331601ca272,I don't have Facebook. And am I fuck getting after watching Friend Request. 👀😖,78,8,I don't have Facebook. And am I fuck getting after watching Friend Request. ,female,negative,fear,teen,against,True,🚫👻😱,I don't have Facebook. And am I fuck getting after watching Friend Request.  🚫👻😱,female,negative,fear,teen,against,👀😖
1458,14730,a17db8e1cbb0df7d24c01331601ca272,😬   Serial case: FBI agent says defense gave Adnan Syed manipulated evidence,76,8,   Serial case: FBI agent says defense gave Adnan Syed manipulated evidence,female,negative,disgust,adult,none,False,🚔📊😒,   Serial case: FBI agent says defense gave Adnan Syed manipulated evidence 🚔📊😒,female,negative,anger,adult,none,😬
1459,14748,e0b042cd24d7e4335df14930341f6c98,Acceptable to eat all of my Christmas chocolate and my brothers? I think not 🐷,78,8,Acceptable to eat all of my Christmas chocolate and my brothers? I think not ,female,negative,disgust,child,against,False,🍫😳🚫,Acceptable to eat all of my Christmas chocolate and my brothers? I think not  🍫😳🚫,female,negative,disgust,teen,against,🐷
1460,14760,ed5d523cef6054a8ada7796b560810a6,Pat doesn't look to pleased 😂,29,8,Pat doesn't look to pleased ,female,negative,disgust,teen,none,False,😒😠😡,Pat doesn't look to pleased  😒😠😡,female,negative,anger,teen,none,😂
1461,14770,b06279520fea8fb87d698b2b348997f7,"F€&amp;k that lad, stick to the lims 😉",38,8,"F€&amp;k that lad, stick to the lims ",female,neutral,anger,teen,none,True,🖕️🚫💔,"F€&amp;k that lad, stick to the lims  🖕️🚫💔",female,negative,anger,teen,against,😉
1462,14777,b06279520fea8fb87d698b2b348997f7,Sounds good.. Fucking cruel rain this morning ffs 😡,51,8,Sounds good.. Fucking cruel rain this morning ffs ,male,negative,anger,teen,none,True,☁️😒😡,Sounds good.. Fucking cruel rain this morning ffs  ☁️😒😡,male,negative,anger,teen,none,😡
1463,14781,b06279520fea8fb87d698b2b348997f7,Harry the horn dog strikes again 😡 Heifer from a heifer.. #WrongColour 23 month old Shamrock heifer will make a gre…,116,8,Harry the horn dog strikes again  Heifer from a heifer.. #WrongColour 23 month old Shamrock heifer will make a gre…,female,negative,anger,adult,none,False,🐮😳🚫,Harry the horn dog strikes again  Heifer from a heifer.. #WrongColour 23 month old Shamrock heifer will make a gre… 🐮😳🚫,male,negative,surprise,teen,none,😡
1464,14795,b06279520fea8fb87d698b2b348997f7,In other words it's a load of bollox 🤔 #BreedTheBestToTheBestHopeForTheBest,75,8,In other words it's a load of bollox  #BreedTheBestToTheBestHopeForTheBest,male,negative,disgust,adult,against,True,🐴💩😒,In other words it's a load of bollox  #BreedTheBestToTheBestHopeForTheBest 🐴💩😒,male,negative,disgust,teen,against,🤔
1465,14802,b06279520fea8fb87d698b2b348997f7,Haa thought he was been over hyped alright!! Don't understand some of their signings!! Kazim Richards for fuck sake 🙄😳,118,8,Haa thought he was been over hyped alright!! Don't understand some of their signings!! Kazim Richards for fuck sake ,female,negative,anger,teen,against,False,😒🤦‍♂️🚫,Haa thought he was been over hyped alright!! Don't understand some of their signings!! Kazim Richards for fuck sake  😒🤦‍♂️🚫,male,negative,anger,teen,against,🙄😳
1466,14816,9737237599a667ecbca9ebb0620287ad,📷 Tell federal trade agency you oppose Bikes for Beef tax on certain motorcyclesEmail the USTR today!,101,8, Tell federal trade agency you oppose Bikes for Beef tax on certain motorcyclesEmail the USTR today!,male,neutral,anger,adult,against,False,🚴‍♂️🚫📨, Tell federal trade agency you oppose Bikes for Beef tax on certain motorcyclesEmail the USTR today! 🚴‍♂️🚫📨,male,negative,anger,teen,against,📷
1467,14827,4c4135ef0784a309c05bc75c7d404a5c,"Same tbh, not because im with Family First, but because it's the worst fucking movie/book/series that ever existed 😷",116,8,"Same tbh, not because im with Family First, but because it's the worst fucking movie/book/series that ever existed ",female,negative,disgust,teen,against,False,🤮🚫👎,"Same tbh, not because im with Family First, but because it's the worst fucking movie/book/series that ever existed  🤮🚫👎",female,negative,disgust,teen,against,😷
1468,14835,4c4135ef0784a309c05bc75c7d404a5c,I'm about to fly over to Australia and smack him in the face 😡,62,8,I'm about to fly over to Australia and smack him in the face ,female,negative,anger,teen,against,True,🛫👊😡,I'm about to fly over to Australia and smack him in the face  🛫👊😡,male,negative,anger,teen,against,😡
1469,14837,4c4135ef0784a309c05bc75c7d404a5c,Didn't feel the bigger shake but felt the smaller after shocks 😩,64,8,Didn't feel the bigger shake but felt the smaller after shocks ,female,negative,fear,teen,none,False,🌊😬💥,Didn't feel the bigger shake but felt the smaller after shocks  🌊😬💥,female,neutral,fear,teen,none,😩
