Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,predicted_pure_emojis,predicted_pure_sentence,real_emojis
504,5042,884bb8cc43fba545ba3fbaeb08543320,⚡️ “Protests continue across the US over immigration ban”,57,8, “Protests continue across the US over immigration ban”,male,neutral,anger,adult,none,True,"🏙️🚫💥 (Cityscape, Prohibition sign, Explosion)"," “Protests continue across the US over immigration ban” 🏙️🚫💥 (Cityscape, Prohibition sign, Explosion)",female,neutral,anger,adult,none,🏙🚫💥, “Protests continue across the US over immigration ban” 🏙🚫💥,⚡
505,5047,884bb8cc43fba545ba3fbaeb08543320,'Trump' President taken focus of our problems under  time to spend time in OZ  # Save our Country from 🤥Conservatives,117,8,'Trump' President taken focus of our problems under  time to spend time in OZ  # Save our Country from Conservatives,female,negative,anger,teen,against,True,"🙅‍♂️🌪️🗼 (A man refusing, a storm, and a city skyline, symbolizing resistance, chaos, and a nation under threat)","'Trump' President taken focus of our problems under  time to spend time in OZ  # Save our Country from Conservatives 🙅‍♂️🌪️🗼 (A man refusing, a storm, and a city skyline, symbolizing resistance, chaos, and a nation under threat)",male,negative,anger,adult,against,🙅♂🌪🗼,'Trump' President taken focus of our problems under  time to spend time in OZ  # Save our Country from Conservatives 🙅♂🌪🗼,🤥
506,5048,884bb8cc43fba545ba3fbaeb08543320,Conservative' protect one another when wrong Why ? For you to answer?🙃🙄,71,8,Conservative' protect one another when wrong Why ? For you to answer?,female,negative,anger,teen,none,True,"🔐🤝🔒 (Lock, Handshake, Lock) - To represent the idea of protection, unity, and security, which are often associated with conservatism. The lock symbolizes protection, the handshake symbolizes unity, and another lock symbolizes the protection of what they have united for.","Conservative' protect one another when wrong Why ? For you to answer? 🔐🤝🔒 (Lock, Handshake, Lock) - To represent the idea of protection, unity, and security, which are often associated with conservatism. The lock symbolizes protection, the handshake symbolizes unity, and another lock symbolizes the protection of what they have united for.",male,neutral,surprise,adult,none,🔐🤝🔒,Conservative' protect one another when wrong Why ? For you to answer? 🔐🤝🔒,🙃🙄
507,5050,884bb8cc43fba545ba3fbaeb08543320,No 'Respect' for you Barnaby please 😶 no more .One sided comments achieved your position so the Libs wouldn't fall not Merit 👨‍🎓🤥,129,8,No 'Respect' for you Barnaby please  no more .One sided comments achieved your position so the Libs wouldn't fall not Merit ,male,negative,anger,adult,against,False,���respect🚫💔 (No respect ❌ Breaking heart),No 'Respect' for you Barnaby please  no more .One sided comments achieved your position so the Libs wouldn't fall not Merit  ���respect🚫💔 (No respect ❌ Breaking heart),female,negative,sadness,teen,against,🚫💔❌,No 'Respect' for you Barnaby please  no more .One sided comments achieved your position so the Libs wouldn't fall not Merit  🚫💔❌,😶👨🎓🤥
508,5051,884bb8cc43fba545ba3fbaeb08543320,Seems Barnaby Joyce thinks we the People deserves his criticism his comments its our fault  no Housing affordability unemployment 🤡,131,8,Seems Barnaby Joyce thinks we the People deserves his criticism his comments its our fault  no Housing affordability unemployment ,female,negative,anger,teen,against,False,"🤐🙅‍♂️💔 (Closed mouth, person shrugging, broken heart)","Seems Barnaby Joyce thinks we the People deserves his criticism his comments its our fault  no Housing affordability unemployment  🤐🙅‍♂️💔 (Closed mouth, person shrugging, broken heart)",female,negative,sadness,teen,against,🤐🙅♂💔,Seems Barnaby Joyce thinks we the People deserves his criticism his comments its our fault  no Housing affordability unemployment  🤐🙅♂💔,🤡
509,5052,884bb8cc43fba545ba3fbaeb08543320,after undermining Pres Elect on a deal with 'OBama' regarding A/S Seeker deal feels confident will be passed🇺🇸.i don't,118,8,after undermining Pres Elect on a deal with 'OBama' regarding A/S Seeker deal feels confident will be passed.i don't,male,negative,anger,adult,against,False,"😕🙅‍♂️😞 (Slightly concerned, denying, and sad)","after undermining Pres Elect on a deal with 'OBama' regarding A/S Seeker deal feels confident will be passed.i don't 😕🙅‍♂️😞 (Slightly concerned, denying, and sad)",male,negative,sadness,adult,against,😕🙅♂😞,after undermining Pres Elect on a deal with 'OBama' regarding A/S Seeker deal feels confident will be passed.i don't 😕🙅♂😞,🇺🇸
510,5053,884bb8cc43fba545ba3fbaeb08543320,Barnaby Joyce thinks moving People around is going to solve the Gov.woes not the people's problem incompetent decisions like yours🤡,131,8,Barnaby Joyce thinks moving People around is going to solve the Gov.woes not the people's problem incompetent decisions like yours,female,negative,anger,adult,against,False,"👥🚫💔 (People forbidden, sad face)","Barnaby Joyce thinks moving People around is going to solve the Gov.woes not the people's problem incompetent decisions like yours 👥🚫💔 (People forbidden, sad face)",female,negative,sadness,adult,against,👥🚫💔,Barnaby Joyce thinks moving People around is going to solve the Gov.woes not the people's problem incompetent decisions like yours 👥🚫💔,🤡
511,5054,884bb8cc43fba545ba3fbaeb08543320,'Cabinet ' Living the life at the expense of all 'Australians' .🇦🇺🤑,67,8,'Cabinet ' Living the life at the expense of all 'Australians' .,male,negative,anger,adult,against,False,"💸💰💔 (Money, Money, Sad Face)","'Cabinet ' Living the life at the expense of all 'Australians' . 💸💰💔 (Money, Money, Sad Face)",female,negative,sadness,adult,against,💸💰💔,'Cabinet ' Living the life at the expense of all 'Australians' . 💸💰💔,🇦🇺🤑
512,5055,884bb8cc43fba545ba3fbaeb08543320,⚡️ “Trump set in motion directive to block refugees”,52,8, “Trump set in motion directive to block refugees”,male,negative,anger,adult,none,False,"🚫👨‍👧‍👦🚔 (Stop, Family, Police)"," “Trump set in motion directive to block refugees” 🚫👨‍👧‍👦🚔 (Stop, Family, Police)",male,negative,anger,teen,against,🚫👨👧👦🚔, “Trump set in motion directive to block refugees” 🚫👨👧👦🚔,⚡
513,5085,7dd88ad56eeb724cc808dc88de73cff2,I am actually just so terrified they are never going to make more Sherlock again. Completely scared to my core 😢💔,113,8,I am actually just so terrified they are never going to make more Sherlock again. Completely scared to my core ,female,negative,fear,teen,none,False,"😨😱💔 (Terrified face, Fearful face, Broken heart)","I am actually just so terrified they are never going to make more Sherlock again. Completely scared to my core  😨😱💔 (Terrified face, Fearful face, Broken heart)",female,negative,fear,teen,none,😨😱💔,I am actually just so terrified they are never going to make more Sherlock again. Completely scared to my core  😨😱💔,😢💔
514,5117,7dd88ad56eeb724cc808dc88de73cff2,Had to change my outfit at the very last minute because it started POURING down with rain.. 😒😒,94,8,Had to change my outfit at the very last minute because it started POURING down with rain.. ,female,negative,disgust,teen,none,True,"☔️💦💔 (Rain, Water Droplet, Broken Heart)","Had to change my outfit at the very last minute because it started POURING down with rain..  ☔️💦💔 (Rain, Water Droplet, Broken Heart)",female,negative,sadness,teen,none,☔💦💔,Had to change my outfit at the very last minute because it started POURING down with rain..  ☔💦💔,😒😒
515,5140,3c27b13b46ac27a3d1020e5d6f688ecb,Kick Belfast ass 👊,18,8,Kick Belfast ass ,male,positive,anger,teen,none,True,"🥊💥🏆 (Fist, Explosion, Trophy)","Kick Belfast ass  🥊💥🏆 (Fist, Explosion, Trophy)",male,positive,happiness,teen,none,🥊💥🏆,Kick Belfast ass  🥊💥🏆,👊
516,5297,53966501098a3710cd871b4fa6745bb9,What if #Trump is giving us a common enemy so the world can come together ..... NOT 😛,85,8,What if #Trump is giving us a common enemy so the world can come together ..... NOT ,female,negative,disgust,teen,against,False,"😠🙅‍♂️💣 (Angry face, person shaking head, bomb)","What if #Trump is giving us a common enemy so the world can come together ..... NOT  😠🙅‍♂️💣 (Angry face, person shaking head, bomb)",female,negative,anger,teen,against,😠🙅♂💣,What if #Trump is giving us a common enemy so the world can come together ..... NOT  😠🙅♂💣,😛
517,5300,53966501098a3710cd871b4fa6745bb9,Think of their children 😱 #FirstDatesIRL,40,8,Think of their children  #FirstDatesIRL,female,negative,fear,teen,none,False,👶💏💃,Think of their children  #FirstDatesIRL 👶💏💃,female,neutral,surprise,adult,none,👶💏💃,Think of their children  #FirstDatesIRL 👶💏💃,😱
518,5302,53966501098a3710cd871b4fa6745bb9,Can #Trump be impeached if he's lying to the people about illegal immigrants and the dead voting for him Fine line but .... 💡,125,8,Can #Trump be impeached if he's lying to the people about illegal immigrants and the dead voting for him Fine line but .... ,female,neutral,anger,adult,none,False,"🚫🗳️💣 (Prohibited sign, Ballot box, Bomb)","Can #Trump be impeached if he's lying to the people about illegal immigrants and the dead voting for him Fine line but ....  🚫🗳️💣 (Prohibited sign, Ballot box, Bomb)",female,negative,anger,teen,none,🚫🗳💣,Can #Trump be impeached if he's lying to the people about illegal immigrants and the dead voting for him Fine line but ....  🚫🗳💣,💡
519,5321,b0b8a9f43f7e27a7044cbf682d38d0c7,"My brother has a friend who's like that with YouTube conspiracy videos. ""An EXPERT said 9/11 was faked so it MUST be true!"" 😣",125,8,"My brother has a friend who's like that with YouTube conspiracy videos. ""An EXPERT said 9/11 was faked so it MUST be true!"" ",female,negative,disgust,teen,against,False,🤨📺💣,"My brother has a friend who's like that with YouTube conspiracy videos. ""An EXPERT said 9/11 was faked so it MUST be true!""  🤨📺💣",female,negative,disgust,teen,against,🤨📺💣,"My brother has a friend who's like that with YouTube conspiracy videos. ""An EXPERT said 9/11 was faked so it MUST be true!""  🤨📺💣",😣
520,5322,b0b8a9f43f7e27a7044cbf682d38d0c7,Oh fuck 😬,9,8,Oh fuck ,female,negative,fear,teen,none,False,"😱😨😶‍🌫️ (Face with open mouth, Face with tears of joy turned into fear, Face with a cold sweat)","Oh fuck  😱😨😶‍🌫️ (Face with open mouth, Face with tears of joy turned into fear, Face with a cold sweat)",female,negative,fear,teen,none,😱😨😶🌫,Oh fuck  😱😨😶🌫,😬
521,5341,a71ab4af7fc4cf77972ff56add1a30b,When you want to walk home after work but the weather a crap 🙄,62,8,When you want to walk home after work but the weather a crap ,female,negative,disgust,adult,none,False,"💼🌧️🙁 (Office, rain, sad face)","When you want to walk home after work but the weather a crap  💼🌧️🙁 (Office, rain, sad face)",female,negative,sadness,adult,none,💼🌧🙁,When you want to walk home after work but the weather a crap  💼🌧🙁,🙄
522,5360,a71ab4af7fc4cf77972ff56add1a30b,Oldies party in one room and punk rock gig in the next room #cantdeal 🙄💆🏽🤘🏽🙅🏽,77,8,Oldies party in one room and punk rock gig in the next room #cantdeal ,female,neutral,disgust,teen,none,False,"🕺️🎶🤘️🔔 (Oldies party in one room)

🤘️�������af (Punk rock gig in the next room)

😫😜🤯 (#cantdeal)","Oldies party in one room and punk rock gig in the next room #cantdeal  🕺️🎶🤘️🔔 (Oldies party in one room)

🤘️�������af (Punk rock gig in the next room)

😫😜🤯 (#cantdeal)",female,neutral,surprise,teen,none,🕺🎶🤘🔔🤘😫😜🤯,Oldies party in one room and punk rock gig in the next room #cantdeal  🕺🎶🤘🔔🤘😫😜🤯,🙄💆🏽🤘🏽🙅🏽
523,5370,a71ab4af7fc4cf77972ff56add1a30b,Feel hungover but I was only eating 😑,37,8,Feel hungover but I was only eating ,female,negative,disgust,adult,none,False,"🥤🤧💤 (Drink, Sick, Sleep)","Feel hungover but I was only eating  🥤🤧💤 (Drink, Sick, Sleep)",female,negative,sadness,teen,none,🥤🤧💤,Feel hungover but I was only eating  🥤🤧💤,😑
524,5376,e620da752f642b5af304bad0d1433fe8,Trying to watch a film but my mum and brother won't stop talking over it. Very annoying 😡,89,8,Trying to watch a film but my mum and brother won't stop talking over it. Very annoying ,female,negative,anger,teen,none,True,"😫🙅‍♂️🔔 (Frustrated face, Man shrugging, Bell)","Trying to watch a film but my mum and brother won't stop talking over it. Very annoying  😫🙅‍♂️🔔 (Frustrated face, Man shrugging, Bell)",male,negative,anger,teen,none,😫🙅♂🔔,Trying to watch a film but my mum and brother won't stop talking over it. Very annoying  😫🙅♂🔔,😡
525,5384,2e1f99fde765e57d9e6a620faae4c60,are extremely poor! Arsenal look like they want it more! ⚽️ #MCIARS,67,8,are extremely poor! Arsenal look like they want it more!  #MCIARS,male,negative,anger,teen,against,False,"💔💔💔 🏃‍♂️🏃‍♂️🏃‍♂️ #MCIARS

or

💔💔💔 💔💔💔 🏃‍♂️🏃‍♂️🏃‍♂️ #MCIARS

(First set of emojis represents sadness and poverty, second set represents determination and effort from Arsenal)","are extremely poor! Arsenal look like they want it more!  #MCIARS 💔💔💔 🏃‍♂️🏃‍♂️🏃‍♂️ #MCIARS

or

💔💔💔 💔💔💔 🏃‍♂️🏃‍♂️🏃‍♂️ #MCIARS

(First set of emojis represents sadness and poverty, second set represents determination and effort from Arsenal)",male,negative,sadness,teen,against,💔💔💔🏃♂🏃♂🏃♂💔💔💔💔💔💔🏃♂🏃♂🏃♂,are extremely poor! Arsenal look like they want it more!  #MCIARS 💔💔💔🏃♂🏃♂🏃♂💔💔💔💔💔💔🏃♂🏃♂🏃♂,⚽
526,5410,2e1f99fde765e57d9e6a620faae4c60,anytime &amp; City to win and he passes the ball! 😡😡😡,53,8,anytime &amp; City to win and he passes the ball! ,male,negative,anger,teen,against,False,🎉🏆🤝,anytime &amp; City to win and he passes the ball!  🎉🏆🤝,male,positive,happiness,teen,favor,🎉🏆🤝,anytime &amp; City to win and he passes the ball!  🎉🏆🤝,😡😡😡
527,5424,2e1f99fde765e57d9e6a620faae4c60,#PeopleWhoAnnoyMe ⬅️⬅️ start a hashtag!,39,8,#PeopleWhoAnnoyMe  start a hashtag!,female,negative,anger,teen,none,False,🤬🙅‍♂️😒,#PeopleWhoAnnoyMe  start a hashtag! 🤬🙅‍♂️😒,male,negative,anger,teen,none,🤬🙅♂😒,#PeopleWhoAnnoyMe  start a hashtag! 🤬🙅♂😒,
528,5429,2dfbf44c1f4ead53d302937307efbc36,Getting a pedicure and listening to 2 mothers talking about how much faster their toddler sons are at accessing tech than their daughters 😠,139,8,Getting a pedicure and listening to 2 mothers talking about how much faster their toddler sons are at accessing tech than their daughters ,female,negative,anger,adult,against,False,"💅👦💻🚀 (Pedicure, Boy, Computer, Rocket) This combination suggests getting a pedicure (💅) while listening to a conversation about boys being faster at accessing technology than girls (👦💻), implying they are ahead or progressing quickly (🚀).","Getting a pedicure and listening to 2 mothers talking about how much faster their toddler sons are at accessing tech than their daughters  💅👦💻🚀 (Pedicure, Boy, Computer, Rocket) This combination suggests getting a pedicure (💅) while listening to a conversation about boys being faster at accessing technology than girls (👦💻), implying they are ahead or progressing quickly (🚀).",female,neutral,surprise,adult,none,💅👦💻🚀💅👦💻🚀,Getting a pedicure and listening to 2 mothers talking about how much faster their toddler sons are at accessing tech than their daughters  💅👦💻🚀💅👦💻🚀,😠
529,5432,adf543d40207f006aefb85df46c5a52e,Rafa's rituals give me anxiety. 🙈😬 #AusOpen,43,8,Rafa's rituals give me anxiety.  #AusOpen,female,negative,fear,teen,none,False,"😨😰🎾 (Anxious face with sweat, worried face, tennis)","Rafa's rituals give me anxiety.  #AusOpen 😨😰🎾 (Anxious face with sweat, worried face, tennis)",female,negative,fear,teen,none,😨😰🎾,Rafa's rituals give me anxiety.  #AusOpen 😨😰🎾,🙈😬
530,5434,adf543d40207f006aefb85df46c5a52e,I don't wanna sound paranoid but I don't remember following this guy. 👀,71,8,I don't wanna sound paranoid but I don't remember following this guy. ,female,neutral,fear,teen,none,False,"😨🙀🔍 (Surprised face, scared face, magnifying glass)","I don't wanna sound paranoid but I don't remember following this guy.  😨🙀🔍 (Surprised face, scared face, magnifying glass)",female,negative,fear,teen,none,😨🙀🔍,I don't wanna sound paranoid but I don't remember following this guy.  😨🙀🔍,👀
531,5437,adf543d40207f006aefb85df46c5a52e,Spent the last 2 week trying to organise a funeral and contact people with this sort of reception. 😡  Reporte…,110,8,Spent the last 2 week trying to organise a funeral and contact people with this sort of reception.   Reporte…,female,negative,anger,adult,none,True,"���ressed 😥 🕯️ (Sad face, crying face, and a candle to symbolize a funeral)","Spent the last 2 week trying to organise a funeral and contact people with this sort of reception.   Reporte… ���ressed 😥 🕯️ (Sad face, crying face, and a candle to symbolize a funeral)",female,negative,sadness,adult,none,😥🕯,Spent the last 2 week trying to organise a funeral and contact people with this sort of reception.   Reporte… 😥🕯,😡
532,5442,adf543d40207f006aefb85df46c5a52e,"Wow, McMullen really went for  all night on the big music quiz. 😡",65,8,"Wow, McMullen really went for  all night on the big music quiz. ",female,negative,anger,teen,against,False,"🤩🌟🎶 (Awe-struck face, star, music note)","Wow, McMullen really went for  all night on the big music quiz.  🤩🌟🎶 (Awe-struck face, star, music note)",female,positive,happiness,teen,none,🤩🌟🎶,"Wow, McMullen really went for  all night on the big music quiz.  🤩🌟🎶",😡
533,5444,adf543d40207f006aefb85df46c5a52e,Aimee got invited to a spa party and was expecting hot tubs and mocktails. Turned out to be 'day spa' of facials&amp; pedicures.👎,129,8,Aimee got invited to a spa party and was expecting hot tubs and mocktails. Turned out to be 'day spa' of facials&amp; pedicures.,female,negative,disgust,teen,against,False,"🛁🍹💆‍♀️ (Hot tub, mocktail, spa treatment)","Aimee got invited to a spa party and was expecting hot tubs and mocktails. Turned out to be 'day spa' of facials&amp; pedicures. 🛁🍹💆‍♀️ (Hot tub, mocktail, spa treatment)",female,neutral,surprise,teen,none,🛁🍹💆♀,Aimee got invited to a spa party and was expecting hot tubs and mocktails. Turned out to be 'day spa' of facials&amp; pedicures. 🛁🍹💆♀,👎
534,5464,78fce0bc37badf3c278e173ad61c6a1f,The same person has sc me ' insta😆' about 500x n tonight with courage from some wine I've took a stand. I will no longer take this,130,8,The same person has sc me ' insta' about 500x n tonight with courage from some wine I've took a stand. I will no longer take this,female,negative,anger,teen,none,True,"🍷🦁🚫 (Wine glass for the courage from some wine, lion for taking a stand, and the prohibition sign for no longer taking it.)","The same person has sc me ' insta' about 500x n tonight with courage from some wine I've took a stand. I will no longer take this 🍷🦁🚫 (Wine glass for the courage from some wine, lion for taking a stand, and the prohibition sign for no longer taking it.)",female,negative,sadness,teen,against,🍷🦁🚫,The same person has sc me ' insta' about 500x n tonight with courage from some wine I've took a stand. I will no longer take this 🍷🦁🚫,😆
535,5467,614e6b06b9dcf2e2fd7783ad3c52e4b0,Full trains for  👩🏻👩🏼👩🏿👩🏽,25,8,Full trains for  ,female,neutral,anger,teen,none,False,"🚆🚇🚍 (Train, Subway Train, Tram)","Full trains for   🚆🚇🚍 (Train, Subway Train, Tram)",male,neutral,anger,teen,none,🚆🚇🚍,Full trains for   🚆🚇🚍,👩🏻👩🏼👩🏿👩🏽
536,5474,614e6b06b9dcf2e2fd7783ad3c52e4b0,ARE YOU KIDDING ME? HORRIBLE taste and classless comment from Gov. Huckabee. 😡,78,8,ARE YOU KIDDING ME? HORRIBLE taste and classless comment from Gov. Huckabee. ,female,negative,anger,adult,against,True,"😲😠🙅‍♂️ (Surprised face, Angry face, Man shaking head)","ARE YOU KIDDING ME? HORRIBLE taste and classless comment from Gov. Huckabee.  😲😠🙅‍♂️ (Surprised face, Angry face, Man shaking head)",male,negative,anger,teen,against,😲😠🙅♂,ARE YOU KIDDING ME? HORRIBLE taste and classless comment from Gov. Huckabee.  😲😠🙅♂,😡
537,5475,614e6b06b9dcf2e2fd7783ad3c52e4b0,Channel your angry and energy into something healthy to help you cope. For Monica that's running. 💪🏽 #LeadHERship,113,8,Channel your angry and energy into something healthy to help you cope. For Monica that's running.  #LeadHERship,female,positive,anger,adult,none,False,😠🏃‍♀️💪🏼 #LeadHERship,Channel your angry and energy into something healthy to help you cope. For Monica that's running.  #LeadHERship 😠🏃‍♀️💪🏼 #LeadHERship,female,neutral,anger,adult,none,😠🏃♀💪🏼,Channel your angry and energy into something healthy to help you cope. For Monica that's running.  #LeadHERship 😠🏃♀💪🏼,💪🏽
538,5482,614e6b06b9dcf2e2fd7783ad3c52e4b0,"So sick and tired of Trump using the ""bad Muslim/good Muslim"" narrative. 🙄 #debates",83,8,"So sick and tired of Trump using the ""bad Muslim/good Muslim"" narrative.  #debates",female,negative,anger,adult,against,True,"🤮🙅‍♀️💔 (Sick face, shaking my head, broken heart)","So sick and tired of Trump using the ""bad Muslim/good Muslim"" narrative.  #debates 🤮🙅‍♀️💔 (Sick face, shaking my head, broken heart)",female,negative,disgust,adult,against,🤮🙅♀💔,"So sick and tired of Trump using the ""bad Muslim/good Muslim"" narrative.  #debates 🤮🙅♀💔",🙄
539,5511,2d6089970df4c124aa0be13669b9ad44,and also almost died 😰😰😂😂,25,8,and also almost died ,female,negative,fear,teen,none,False,"😨💔😰 (Fear, sadness, and shock)","and also almost died  😨💔😰 (Fear, sadness, and shock)",female,negative,fear,teen,none,😨💔😰,and also almost died  😨💔😰,😰😰😂😂
540,5553,2d6089970df4c124aa0be13669b9ad44,"bate them into ya, honey and lemon in between ye poor aul pet 😷🤒",64,8,"bate them into ya, honey and lemon in between ye poor aul pet ",female,negative,disgust,senior,none,True,"🎣🍯🐾 (Fishing pole, honey pot, pet paw)","bate them into ya, honey and lemon in between ye poor aul pet  🎣🍯🐾 (Fishing pole, honey pot, pet paw)",female,positive,happiness,child,none,🎣🍯🐾,"bate them into ya, honey and lemon in between ye poor aul pet  🎣🍯🐾",😷🤒
541,5600,6872deedb59a66969ff4613616452545,Burn down all the houses that reject me 😂😂😂🔥🔥🔥,46,8,Burn down all the houses that reject me ,male,negative,anger,teen,against,False,"🏠💔🔥 (House, Broken Heart, Fire)","Burn down all the houses that reject me  🏠💔🔥 (House, Broken Heart, Fire)",female,negative,anger,teen,against,🏠💔🔥,Burn down all the houses that reject me  🏠💔🔥,😂😂😂🔥🔥🔥
542,5610,6872deedb59a66969ff4613616452545,I've spent almost the last hour trying to fix my stupid car radio and I can't find out how to change the language or get my stations back. 😡,140,8,I've spent almost the last hour trying to fix my stupid car radio and I can't find out how to change the language or get my stations back. ,female,negative,anger,adult,none,True,"😫🔧😠 (Frustrated face, wrench, angry face)","I've spent almost the last hour trying to fix my stupid car radio and I can't find out how to change the language or get my stations back.  😫🔧😠 (Frustrated face, wrench, angry face)",female,negative,anger,adult,none,😫🔧😠,I've spent almost the last hour trying to fix my stupid car radio and I can't find out how to change the language or get my stations back.  😫🔧😠,😡
543,5641,7e35c2e4796f0152fcbef5e32dd6dddb,It's so windy outside and ruairi wants me to walk to his 😒 eh no,64,8,It's so windy outside and ruairi wants me to walk to his  eh no,female,negative,disgust,teen,none,True,"💨🙅‍♂️🚶‍♂️ (Wind face, Man shrugging, Walking man)","It's so windy outside and ruairi wants me to walk to his  eh no 💨🙅‍♂️🚶‍♂️ (Wind face, Man shrugging, Walking man)",female,negative,disgust,teen,none,💨🙅♂🚶♂,It's so windy outside and ruairi wants me to walk to his  eh no 💨🙅♂🚶♂,😒
544,5649,7e35c2e4796f0152fcbef5e32dd6dddb,Spewy 😷 why am I allowed to drink,33,8,Spewy  why am I allowed to drink,female,negative,disgust,teen,none,True,"🍹🤯🤮 (Drinking glass, shocked face, vomiting face)","Spewy  why am I allowed to drink 🍹🤯🤮 (Drinking glass, shocked face, vomiting face)",female,negative,disgust,teen,none,🍹🤯🤮,Spewy  why am I allowed to drink 🍹🤯🤮,😷
545,5691,4a87b85243520f239ff38d4a12c81e11,"↕ to all my twitter people,  I don't have a cat, so I can pr probably get away with this tweet, ❗ 😨   ⤵",103,9,"↕ to all my twitter people,  I don't have a cat, so I can pr probably get away with this tweet,     ",female,neutral,fear,teen,none,True,"🐱‍👓🙅‍♂️😜 (Emoji translations: Cat-face with eyeglasses - no cat, Person gesturing no - can probably, Grinning face with smiling eyes - get away with this tweet)","↕ to all my twitter people,  I don't have a cat, so I can pr probably get away with this tweet,      🐱‍👓🙅‍♂️😜 (Emoji translations: Cat-face with eyeglasses - no cat, Person gesturing no - can probably, Grinning face with smiling eyes - get away with this tweet)",female,neutral,happiness,teen,none,🐱👓🙅♂😜,"↕ to all my twitter people,  I don't have a cat, so I can pr probably get away with this tweet,      🐱👓🙅♂😜",❗😨
546,5711,18ea297c0f00c5ded537cf519c40dcb6,"omg absolute sicko. That is so scary, poor woman 😳",50,8,"omg absolute sicko. That is so scary, poor woman ",female,negative,fear,teen,against,True,😱😨💔,"omg absolute sicko. That is so scary, poor woman  😱😨💔",female,negative,fear,teen,against,😱😨💔,"omg absolute sicko. That is so scary, poor woman  😱😨💔",😳
547,5756,20faeada249e68e3b5fd9069b6668a6c,Y'all if this is true - dear god. Entertainment news may just implode. I will awake to find out. Pray fam 🙏🏻🙏🏻🙏🏻…,113,8,Y'all if this is true - dear god. Entertainment news may just implode. I will awake to find out. Pray fam …,female,neutral,fear,adult,none,False,"😱💣😨 (Shocked face, explosion, frightened face)","Y'all if this is true - dear god. Entertainment news may just implode. I will awake to find out. Pray fam … 😱💣😨 (Shocked face, explosion, frightened face)",female,negative,surprise,teen,none,😱💣😨,Y'all if this is true - dear god. Entertainment news may just implode. I will awake to find out. Pray fam … 😱💣😨,🙏🏻🙏🏻🙏🏻
548,5775,4f2200d24b3d8799398687ef9ddc13ab,Blood noses at 4am are great 🙃 🔫,32,8,Blood noses at 4am are great  ,male,negative,disgust,teen,none,False,"😷🌙😴 (Sneeze, Moon, Sleeping)","Blood noses at 4am are great   😷🌙😴 (Sneeze, Moon, Sleeping)",female,negative,disgust,teen,none,😷🌙😴,Blood noses at 4am are great   😷🌙😴,🙃🔫
549,5793,a31788b761883080add463c4fa5bdc6c,I'm a terrible influence on everyone 😈,38,8,I'm a terrible influence on everyone ,female,negative,disgust,teen,none,False,😈🤪💔,I'm a terrible influence on everyone  😈🤪💔,female,negative,sadness,teen,none,😈🤪💔,I'm a terrible influence on everyone  😈🤪💔,😈
550,5812,a31788b761883080add463c4fa5bdc6c,Because of that letlive could only play 2 songs and Boys Like Girls hair was still stuck in 2006 🙄🙄,99,8,Because of that letlive could only play 2 songs and Boys Like Girls hair was still stuck in 2006 ,female,negative,disgust,teen,against,False,"🎵🎶🔔 (Musical notes to represent the 2 songs letlive could play, a double musical note to emphasize only 2, and a bell to suggest the abrupt end of the performance) 💇‍♂️🕰️ (Scissors to represent Boys Like Girls' haircut, a clock to symbolize the ""still stuck in 2006"" context) 💔💔 (Two broken heart emojis to express disappointment or sadness)","Because of that letlive could only play 2 songs and Boys Like Girls hair was still stuck in 2006  🎵🎶🔔 (Musical notes to represent the 2 songs letlive could play, a double musical note to emphasize only 2, and a bell to suggest the abrupt end of the performance) 💇‍♂️🕰️ (Scissors to represent Boys Like Girls' haircut, a clock to symbolize the ""still stuck in 2006"" context) 💔💔 (Two broken heart emojis to express disappointment or sadness)",female,negative,sadness,teen,against,🎵🎶🔔💇♂🕰💔💔,Because of that letlive could only play 2 songs and Boys Like Girls hair was still stuck in 2006  🎵🎶🔔💇♂🕰💔💔,🙄🙄
551,5818,77509a81400631229554f7aa2bc2d6e6,"Dinner, bath time, and game watch at once because you forgot your husband was playing in a different time zone. 🙄 #fail #wagsinreallife",135,8,"Dinner, bath time, and game watch at once because you forgot your husband was playing in a different time zone.  #fail #wagsinreallife",female,neutral,disgust,adult,none,False,"🍴🛁🕰️ (Dinner, bath time, and a clock or watch emoji to represent game watch in different time zone)","Dinner, bath time, and game watch at once because you forgot your husband was playing in a different time zone.  #fail #wagsinreallife 🍴🛁🕰️ (Dinner, bath time, and a clock or watch emoji to represent game watch in different time zone)",female,neutral,surprise,adult,none,🍴🛁🕰,"Dinner, bath time, and game watch at once because you forgot your husband was playing in a different time zone.  #fail #wagsinreallife 🍴🛁🕰",🙄
